gamma1,lambda1,delta,epsilon,NRow,NCol,FValue,W1
0.000751019239672798,0.0222555148528539,64.9276327062888,94.4380365223836,0.00439031471353309,0.00494475625610864,-1.10081929826813e-08,9.89805933209757e-08
0.00462811002388413,0.0457737849057031,82.0968181269508,65.8382667205595,0.000941338084146153,0.000616179231389366,-6.6716034382495e-10,9.03398618287948e-08
0.000163128584511098,0.0242029665773579,30.9683380072283,35.4556082452893,0.00379596918674909,0.00367938493183175,2.5495267827231e-09,5.47292491418157e-07
0.00656308861866457,0.0423981105040977,93.9221808328881,28.4663126739688,0.000158446500561035,0.000783085100547529,-1.04257590009418e-09,3.24184925075063e-06
6.22972023095828e-05,0.0105111398559518,78.6936497800368,49.5220673434407,0.00321169578541482,0.00217323705712348,7.58781425392331e-09,2.82317435584588e-06
0.000338640548749821,0.0813898013562256,84.3804585732413,12.4525197694735,0.00283435456380323,0.00416121609051369,1.90201515554028e-08,6.81154767998078e-12
6.87834850191821e-05,0.0631769500992385,61.611722974438,88.8565902364312,0.00188204772725033,0.00179954780727412,1.05522814729217e-08,9.54296419440763e-06
9.78059662730545e-05,0.0556990110639387,81.3323497708203,64.908302164701,0.00106274189719934,0.000381190237737166,5.25559215076831e-09,8.703271054184e-06
0.0147687415100381,0.0650298591878041,39.6137076255323,28.3233142258677,0.00396078419766295,0.00278462772870397,-6.96541579988927e-09,5.58149292564467e-09
0.00607373547195432,0.0241716511960197,30.1115778513267,56.7925142311361,0.000727217400623056,0.00136965112111138,-2.94859357886671e-09,1.41793128175566e-08
0.000446959779930427,0.0414265944055311,38.1147707817328,14.8441871935108,0.00244571225195328,0.000660273396548452,8.19071690638499e-09,5.4750014299742e-06
0.0354516253324182,0.037626589876889,62.60711306757,87.5968688005191,6.42287343688136e-05,0.00349827424484406,-9.73473544084915e-09,2.15652262615068e-13
6.34319767770581e-05,0.0338884499503329,84.692272691937,49.8641199448482,0.000933060124060976,0.00242952453758916,3.1186805446234e-09,6.68378359223176e-06
0.00103562632952322,0.0188395166308629,36.1416242392541,59.3208241602093,0.00242615228474885,0.000913581254068518,-2.72614299699143e-10,3.84474015380453e-08
0.000697662493149777,0.0177267434596669,46.229895285681,61.0174748610317,0.00419113038350148,0.000506072690948282,1.79482293910738e-09,2.16567688578543e-08
0.00989738282353375,0.0282903793132063,87.5851568589832,71.2355492092876,0.000705284842997301,0.00100792163622625,-2.13292628237982e-09,8.99723237277207e-09
0.012149816191149,0.0168932350972215,65.326559519476,43.4240720283783,0.00366108493705875,0.00067373005368995,-1.14290948227473e-09,2.89227573511793e-08
0.000181797462870065,0.0637455075841209,99.2069009496814,17.0405838267117,0.00345533457991713,0.00161894576998882,3.25848524663533e-08,1.16559458948963e-05
0.0014732050255665,0.0968510295857551,28.332898766706,51.0715651285026,0.000172463098923163,0.00475272524048168,-1.11995484249832e-08,3.62043439267199e-07
0.00108574692105137,0.0107149944460807,84.4488176451989,14.3059420144269,0.0024442863180423,0.00266065280307917,3.9722132878484e-09,2.92484112732393e-07
0.00434419223183655,0.0343292401415139,70.8275457057497,76.4431292824111,0.00485695205078254,0.00123842854967345,-2.43635290968157e-09,4.83042263384311e-08
0.00671528573977065,0.0122201692204782,32.4054523035827,13.4201381856365,0.00056225689675349,0.00218638126586443,-4.2315709524036e-09,2.6793274906914e-08
0.00918396141175979,0.0634003186360629,52.8207063912579,95.8819891923473,0.00371606887100409,0.00334543891584868,-8.8861232335176e-09,1.73903212002049e-09
0.000336546621640488,0.0975315013783369,45.9167704054113,76.8135101017254,0.0031927068566971,0.00273847855476439,-2.72075420048804e-09,1.0083486122135e-07
0.00547114260642013,0.0116666523959052,63.9494424182271,94.3704610336656,0.00297091456484972,0.00304527247158359,-7.76374951633129e-09,5.91288362233924e-10
0.00461598103954738,0.0869757859456932,82.0470489223466,56.2027587541889,0.00249311256368125,0.00431567380126014,-1.08624120951871e-08,2.39343136596397e-07
0.000153746490074653,0.0104274360158502,19.4561894162054,31.6814319169955,0.00283926329643894,0.00190347974910918,2.4553141935993e-09,1.40352815802682e-06
0.00011375304974306,0.0482879328041405,83.9297974713753,33.3968750845181,0.00213252125668177,0.00374477807738576,1.3961233452804e-08,9.0736539422254e-06
0.00156337139094305,0.0607766110855969,85.697769704088,78.3076745207867,0.00038119721176915,0.000783483987789481,-5.61976115785423e-10,3.46314266562083e-06
0.0378618542985568,0.0342087785681031,41.9055619960395,99.4008487457357,0.00145293326728964,0.000290619089474858,-5.66675088974133e-10,1.60445571613673e-10
0.000524961174065695,0.0767996871555192,48.706251635425,42.1035174932109,0.00280667523661397,0.00169853481035038,9.32250568815743e-10,3.03552677696556e-07
0.00284953015528297,0.0792510270063388,61.5015296571416,77.7572056992709,0.0031666673416086,0.00408588207612169,-1.01582352733736e-08,3.49005698479123e-08
0.000234642038391783,0.0422607914426823,73.0742257694113,19.90436474014,0.00465387929524062,0.00188773834884084,2.19228391826923e-08,3.04514822960494e-11
0.00896956088636569,0.0137362754935464,76.8222781288552,63.7340706652963,0.00488884578851117,0.0048630246608836,-1.30282293808504e-08,1.20366495063797e-12
0.000291242902616556,0.0165120727620514,78.2095735558707,48.7535680288543,0.000467982730029768,0.00302659295325489,-5.1596735422768e-10,3.62006866371613e-06
0.00164755969598627,0.0152104154347311,45.0215887212304,75.7646215589431,0.00330867472208972,0.00169118082774528,-3.06257363055238e-09,4.64751760326756e-07
0.00625460909893682,0.0110108250942721,48.6372236499854,33.5058553514129,0.00301386449742719,0.00463991861145787,-1.17491934016449e-08,8.28434188155197e-09
0.0235331336863568,0.0127920944853889,96.0710191750593,18.5326913425207,0.00236908931610463,0.00449212347150641,-1.17435963034591e-08,2.77512354214126e-10
0.0377436833414689,0.0413469505894751,61.5674230543436,50.5867140362054,0.00178128171248138,0.00425353230356721,-1.18016516706193e-08,1.9826338631388e-12
0.00219086992787451,0.0870284022010653,86.4749848796806,67.6067059240967,0.0023778922081661,0.00128395958534048,-1.75094989169727e-09,1.45346535970732e-08
0.000130269675949146,0.0226180797466079,34.8710784668401,21.8834935631934,0.00335511009141674,0.00142747750445751,1.06819518237626e-08,4.71207348928186e-06
0.000140233579936776,0.0257412178486163,66.0091253637205,50.7540186841646,0.00479822598496898,0.00389973455214474,7.57460361132793e-09,4.82976309740258e-10
0.000296138428019695,0.0964604796195077,62.9525516152185,68.6979639053329,0.000445421327532052,0.00350697614122209,-3.82964316689105e-09,7.14172342937299e-06
0.016638791217886,0.0882224651866559,96.7121619226292,84.4298498402258,0.00398871229923526,0.00246255888132586,-6.47952191796963e-09,3.26604418341258e-10
0.000289611992311565,0.047494648560467,17.7312425470526,37.7269217578191,0.00295387873070443,0.00483833874239616,-7.60243982525135e-09,2.54731087133943e-07
0.0138619549322457,0.0973424476609982,55.0449002443556,46.2127221104549,0.00456098377126038,0.00238080747165326,-5.98982203099845e-09,9.11511565324635e-09
0.000268871586953133,0.0584563086221897,56.9430708848249,89.5808184441803,0.000505646594438094,0.00497452758576212,-8.06607222146372e-09,1.33172115397308e-06
0.0306733262485437,0.0217119717073589,18.1149401952067,73.0521559049628,0.00146647321483566,0.00245289310923894,-6.62387417155009e-09,2.82354285767371e-13
0.000560946318764681,0.0459601947623011,91.4199831721113,31.7685065632828,0.000257941026919669,0.00251726698246496,-1.51038356680632e-09,7.01615599868551e-06
0.000194426633144999,0.0175454813282156,89.5950044658874,78.3848634147629,0.00252064090298918,0.00384386437959516,1.19973416384105e-09,1.60330803238299e-09
0.000283283694852396,0.0197472784851244,49.5090700125031,36.1833163474087,0.00384187875949339,0.00194042241035443,5.80511708949795e-09,2.1329332273704e-07
0.00352455289593434,0.047882671322536,80.355035162545,34.9694847059943,0.00141492688107054,0.00226629629768579,-4.26360418681335e-09,2.05812674952602e-08
0.00131472993371539,0.0337168373123706,23.3618520649068,10.5497022723939,0.00112680122897179,0.000664269840751856,1.2195629752983e-09,3.11597161886491e-06
0.000567477341534392,0.0257984440337432,65.7834334534784,43.7240027031002,0.00165644821312795,0.00379253164122788,-4.15800238372195e-09,7.16488505592978e-08
0.0155401743875422,0.0400532921170901,33.4561311454979,49.3239502658789,0.00226625675704121,0.00282618467042925,-7.36080742590187e-09,1.63777921800035e-11
0.00284945811668132,0.0563015117097198,50.1090590295618,37.386862195751,0.0036869231909065,0.00324318299557092,-7.11103953326052e-09,5.40967581236407e-07
0.00222915788387034,0.0383295017870103,85.9599560327442,36.1774297548135,0.00254942827351574,0.00399029031562038,-8.21995523668524e-09,1.73656625744851e-09
0.0282196092457463,0.0356280878851808,27.6584426858127,31.82646779965,0.00191257095926699,0.00110224121440852,-2.54640130786637e-09,3.50910959778583e-10
0.000360153019974237,0.0383328066660743,37.3466460499887,94.3015249020101,0.00452741608423613,0.00428945385531879,-8.2307353143191e-09,5.40804128573356e-09
0.00934481464773063,0.0324952528004347,53.4965110960857,87.4171216744333,0.00482628874484863,0.00452364459568672,-1.22618056727564e-08,1.74946512878878e-12
0.00912341199492684,0.012094633900885,40.4030839483921,45.7505434394052,0.00314133676276227,0.0014600994252149,-3.25151823264792e-09,1.36388299185886e-07
0.000692321063932178,0.052428826226069,81.8637246569394,53.1477193922754,0.000660155850274533,0.00362934879073951,-4.84913391714753e-09,7.4260126385638e-07
0.00252600919151856,0.0991188172913815,98.8738817670418,60.8496483785374,0.00309150889164327,0.00169722902185652,-2.81095567479089e-09,9.25327091682326e-07
8.44370152347626e-05,0.0226221722543743,24.3142799250155,54.0657450591891,0.00191510052032352,0.00136340613427071,2.9155666012468e-09,3.43226991413194e-06
7.25805676260264e-05,0.0935963289668169,31.3191804903449,34.2830469406434,0.00495596873784399,0.000851372949482809,2.50415001227183e-08,2.44278074494144e-06
0.00195597213443944,0.0222048969136698,73.2012969401101,99.0766127855994,0.00143413642379606,0.00332009112905716,-7.802925298981e-09,5.16693955305451e-08
0.0108760625004496,0.0770094216430207,43.7924496427793,26.5308126639512,0.00353095714794682,0.00267925828791802,-6.44905994716011e-09,5.27445415431788e-08
0.0316958247564596,0.0284901584753688,97.6334412407486,87.549105243162,0.00267602948752723,0.00414554709109616,-1.15895833861505e-08,2.39628109178848e-14
0.000122655952604132,0.0259076063156362,97.5075000119611,12.9369314895811,0.000966055192960503,0.00133681040323285,3.26242814096087e-09,5.58112091687781e-06
0.00254355414498959,0.01650942958817,67.9328244479264,39.8762217627987,0.00344717550462085,0.000880778903113996,-3.53755825421465e-10,1.75847687324659e-07
0.00127979947451092,0.0133553288864113,87.4088989168745,77.3872296204661,0.000252275015843365,0.00215593183203593,-3.52197191327851e-09,7.24227974232195e-08
5.42845463515061e-05,0.0203664152140176,46.1695058207277,67.9929812363479,0.000922170578496771,0.00237827518899248,7.41546949114556e-10,4.18929307079245e-06
0.000513260612087183,0.0532236226890998,66.8737718179711,25.2314166386498,0.000228291617386914,0.00392610453953475,-3.64468458104873e-09,7.13579650704516e-06
0.000153291095847993,0.0606557633925142,98.6712975473347,95.6984590650191,0.00442520751020626,0.000653257986789976,1.16041346202813e-08,1.38198032090723e-10
0.0120732342307736,0.0494069011073732,60.3529665388548,58.8943211853024,0.00419897192899057,0.000256778663401511,-1.39267021104115e-10,3.19035012275559e-07
0.000429155942415775,0.0102282716132993,94.0232724257988,32.6272128540238,0.00059077622576841,0.00313753238485667,2.58907146951285e-10,2.59262220347538e-06
0.00192561478071066,0.069696880126666,74.8308885400673,62.071507886825,0.00205207426848918,0.000145437759253491,1.4417835307265e-09,1.67390146785904e-07
0.000157005979574833,0.0836242041833612,53.5634665131108,92.3928939130035,0.000601142949953249,0.000680973048224658,8.79521007568451e-10,7.34877357513561e-06
0.0031982751856785,0.0590138869886364,67.5127983413107,90.6036873529956,0.00286046261130362,0.00347277799344798,-8.60871728003558e-09,1.21981273278972e-07
0.000307527429357517,0.0110321423230772,89.8873179300644,53.4255955642035,0.00474695067314576,0.00257839478727116,4.18606027918123e-09,2.65882115685766e-10
0.00458360621651503,0.0238883490957164,27.8863075089029,49.8465979987362,0.0012819257989844,0.00271291210157386,-6.4610048213721e-09,1.55758034331049e-09
0.00584269900730318,0.0506220378816174,45.5829646559689,38.0579457023477,0.00494932717575658,0.00404241754484866,-1.01120409043502e-08,2.6064527646935e-09
0.00877859034023445,0.0536429984688441,99.2957772245775,14.9782394783501,0.00174904020522186,0.00396843014844931,-8.92959488545361e-09,1.89255462366852e-09
0.00112355619804346,0.0167601179497965,46.2116455242353,77.8412596067841,0.00104261186946715,0.00250933543519018,-4.88847517475612e-09,1.42517060567687e-08
8.92142314066844e-05,0.0185803859884449,69.2970832965638,21.8752731784827,0.00332913580022402,0.00138316028934102,1.23371662408823e-08,4.56376020012976e-06
0.000243164913575632,0.0471011124977384,91.121331073106,42.0329907175045,0.00486672353360435,0.000598324705514773,1.53500078997951e-08,3.25929225442612e-11
0.0274778082687755,0.0300256347812935,99.5843598866098,45.6283867613231,0.00311349910769259,0.0044329888007888,-1.21478970284736e-08,3.99768659365072e-12
0.000143253110674402,0.0420451990319552,68.7846952985221,89.6969104740672,0.000317689462786843,0.00485144495556061,-3.64178800463958e-09,6.04056030954287e-06
0.0150113909890203,0.0172363352512751,19.7592785069963,11.9115593759754,0.00186754766620653,0.00471263156439099,-1.19730469810628e-08,7.82405648139904e-11
0.00206061715041413,0.015035703553373,13.250262771582,85.9672647286972,0.000831257677182741,0.00319064066256181,-7.70513073777352e-09,1.01874840494143e-09
0.0486826436724517,0.0675528048015223,65.6282115142276,35.9263579440011,0.00115639039052889,0.000452950760206831,-8.84247766538175e-10,3.65417288429726e-09
8.58018378871086e-05,0.0584684617264765,61.0429925708196,32.5308594282824,0.000261043166469261,0.00037354057449405,5.11178448139076e-11,5.67341443963465e-06
0.00106415481310957,0.0859960043736785,96.5768192024793,53.9541671522469,0.00450878158356757,0.000912254681003948,1.58532611319663e-09,2.00953553984087e-07
0.000104454779078967,0.0128200259739646,77.1494922476999,75.6132503810512,0.00396645849950663,0.000158438310009539,1.12964494446267e-08,3.29751922744187e-06
0.0384294569010297,0.0152134427875562,69.6264488591574,28.2354486547416,0.00186507162422323,0.00362468154022936,-9.76176305294017e-09,1.39866571758548e-10
5.16264992310272e-05,0.012563055617325,57.0981986570809,29.4648584892859,0.00416027352688271,0.000720794049732193,1.13649063324182e-08,3.2650273412462e-06
0.0105609113833487,0.0308861518232937,33.3904853335958,97.8701063301478,0.00376917278294887,0.00317963408304013,-8.48720816624125e-09,4.5155814914176e-10
0.0141540154815159,0.015604337339937,96.5794390224555,63.3912213192896,0.00310931548630893,0.00394923779342408,-1.05945398206205e-08,1.92538409457903e-11
0.0201861790188806,0.0786849319921874,58.6183633762168,37.3963220284121,0.00197046590424575,0.00283126563304494,-7.33857012503591e-09,1.59509756560275e-08
8.95937141542478e-05,0.0125628926772509,12.7243147077792,97.0932594875796,0.00179638980725106,0.00188706961944237,-4.89146955197503e-10,8.56695969868513e-07
0.000791257704223636,0.0110704575706125,72.6683017070015,90.6372847586486,0.000444262304461412,0.00410793057755766,-8.53330171316504e-09,1.52143418527953e-09
0.000301010200407283,0.0360823783259848,56.774454212879,27.1022929113052,0.00170838501819824,0.00152440414753252,6.04361878988601e-09,6.32181978089067e-06
0.0125653747349394,0.0592236360086915,15.3127500098036,10.1619391491241,0.00274335297033683,0.00159686548768416,-3.07764926406031e-09,1.00476186725819e-08
0.000984490402585675,0.0205087909138835,90.1032609905392,74.0587386983742,0.00230273730544393,0.00392489945691465,-7.71461523288576e-09,6.41871360194665e-09
0.0269719774321755,0.015100192344262,39.7182018262618,88.0954110018886,0.00322726186717795,0.00251868218528638,-6.82065447134326e-09,2.6201398962829e-12
0.000175594572982077,0.0218250716556796,30.6731078084008,20.6477118854196,0.00256760420633757,0.00130498365966783,6.24139076839321e-09,4.08750094503464e-06
0.000309299169516011,0.0162235404909024,20.255377779567,13.5120679054878,0.00407213234281639,0.00366237762078291,1.74344095114437e-09,7.39227001731038e-07
0.000136642860648205,0.03237073196586,37.9830442108245,63.83750728868,0.000485916029934983,0.000814749825093022,-6.57940616256354e-11,4.17282737408324e-06
0.000127989894316615,0.0806054344813214,30.5589089922164,64.3882155068195,0.00231856780322756,0.00460537611051111,-3.57635641446511e-09,1.51199905111459e-06
0.0202696676210616,0.0425523881322621,68.6797450495303,56.4789169403999,0.00294908744802372,0.00111111731332607,-2.59892681539064e-09,8.00121596330873e-08
0.0027421030159427,0.0126337968384548,15.9544112138494,10.6756663683956,0.000935860352699193,0.000418043586740017,6.56056484141595e-10,1.18606388972483e-06
0.00223126220907038,0.0245954488603942,34.7888241874825,72.0040027229306,0.00305665073318976,0.000368507768710797,1.97098186435523e-10,6.64147339738076e-09
0.000136092564844308,0.0113400929740726,35.363821380478,95.1418337855282,0.00025970990684173,0.00384775828831024,-4.09898275412028e-09,8.75518129487183e-07
0.0181160436112697,0.0317163289251144,89.2059633753451,88.6182810817795,0.00287863474226861,0.00408838513347172,-1.12462121159789e-08,5.25629158060688e-12
0.00367396824938131,0.0270222291115073,49.9897322829311,20.1948807271584,0.00421172350914386,0.0037021276764025,-7.87432233174668e-09,3.25574008982932e-07
0.000564712169715021,0.0994398245820568,78.0322708817165,41.9112407073268,0.00249862986810672,0.00379124393588981,-3.04665249021773e-09,3.55223831699111e-08
0.0017326810432622,0.0648041145464331,64.2966738233814,31.7743147564031,0.00219512443829607,0.00480597490055269,-1.00548026107421e-08,1.35055059499737e-08
0.000802405885680012,0.0305950854083375,80.4939343663633,60.4299978856556,0.000745285416228441,0.00233212481049781,-2.40017313148702e-09,6.82024893496899e-07
8.45026015093714e-05,0.0784237771558606,20.2537574810583,65.1454396794896,0.000141397254478964,0.00393498244000415,-6.85811027170545e-09,5.60608121406334e-06
0.000262251792320997,0.0137260821806951,98.070749664398,37.0728181594652,0.00378334893992174,0.00211284041838603,1.16219306342452e-08,3.27584010708539e-06
0.000117199783343261,0.0245473669315266,86.3737007931594,81.8327542775641,0.0039805311797142,0.00471864979214797,3.61364496772206e-09,1.698143071899e-11
0.000178112077457099,0.084597245972856,14.5581847903489,81.6077464054034,0.0014677779720872,6.57198994122088e-06,2.81160142851684e-09,3.34106932552226e-06
0.000262317691268511,0.0826977764253509,51.9581650411572,80.2983039319348,0.000576033730090155,0.00490633953577328,-7.70310689600388e-09,2.52285996979149e-06
0.00089283501006537,0.0517099373498022,39.308794745323,41.598858917314,0.00187545815493993,0.00285097091154226,-4.47354662460528e-09,1.63206308511564e-07
7.04584841203175e-05,0.0415276526794471,66.7184612499775,14.8867618509979,0.00414446872528385,0.00173235277204235,2.86426398490708e-08,8.57640692353529e-06
0.0255339694291138,0.0220438724901167,30.7269247399906,73.7834155281302,0.00420888290977381,0.00278751526554534,-7.54300106906399e-09,9.05573427583618e-13
0.0341453503755031,0.0863032849836132,62.189647595316,99.3635597173596,0.00332619225778899,0.00149892351250787,-3.94696838649671e-09,3.72213350576898e-10
0.00148443874668686,0.0133282779395061,64.2840688395907,24.6228836670898,0.00480069987943127,0.000795364112628686,2.28486125092939e-09,8.93151245741943e-09
0.0014680063005482,0.0537756119846514,63.9891186249571,20.2209704804842,0.00471558946105352,0.00332628142936297,-3.82589086899816e-09,5.764854087456e-09
0.000515380798212377,0.044307519003829,50.3585092345524,92.1587883297889,0.000563497461903638,0.00342101391637426,-6.30484471519751e-09,5.08998307556509e-07
0.0250686844420346,0.06810076423877,13.188111461451,53.34912823353,0.00324143724612793,0.00396204681174146,-1.08578950691484e-08,1.0261137130037e-13
0.000640782065030721,0.025019707504306,56.2433351534449,86.6625356807518,0.0024040202583972,0.00174312218829947,-1.82284844128722e-09,2.64987283150197e-08
0.000107789949937229,0.0562111162095735,46.6957145595373,82.8922422793785,0.000332603459745612,0.00125037366676534,-1.07467982039258e-09,5.90070503783934e-06
0.0109578716520192,0.0684258987585012,19.7241432954003,26.8083589842856,0.00448885612766001,0.00172501692646931,-3.87990144220122e-09,2.99885350590148e-10
0.000738221203826645,0.0210116615823944,51.3888066048083,32.2479871071097,0.00248615064468496,0.00164316296432751,9.14088113075517e-10,2.17953596240852e-07
0.000265487368049836,0.0356665922522064,50.5794478308247,14.8769957230542,0.00385651714429315,0.00463742766446058,1.23088473178425e-08,4.85362247738109e-08
0.000814153775343788,0.0953079509049668,59.6026302223977,64.8065310808491,0.000301811147119846,0.00378036216226852,-7.35931387524279e-09,1.64670641563147e-06
9.73494674019033e-05,0.0354248918476285,82.4863885307198,79.9509186311059,0.00131228732452014,0.00144119316712342,5.53023672396814e-09,6.88340519881817e-06
0.000124419909798934,0.0214004846902301,73.0765065507454,55.9957680201449,0.00325534684351239,0.00303089938074299,1.1484446041501e-08,5.77857114634991e-07
0.0335059377014229,0.0416362449797424,88.5011953529438,12.4975079603445,0.00066801955224887,0.00383014682118594,-9.82979496320502e-09,2.92442168372461e-10
0.0369295167841236,0.0229422797452838,14.6972937186011,99.1346753410188,0.00319272868412393,0.00423076172137419,-1.19348302050138e-08,4.75550781375207e-19
0.00265824979814877,0.0570833619946041,29.7713180264811,55.0845931378245,0.00192471547483937,0.00450990595939476,-1.11745373604101e-08,1.53250989059215e-09
7.55629027810473e-05,0.0259358657015048,51.367780910023,39.8797738265041,0.0038284906283735,0.00297853573789439,1.67345720099759e-08,5.76492048937814e-06
0.000253110256800401,0.0310702755161382,96.2680236516109,25.6494825950056,0.00326457841078068,0.000342680723080339,1.8726127967485e-08,6.92855202198404e-06
0.000573384195396323,0.0495157353572023,81.1040821281494,66.3072755363955,0.00190744532641258,0.00109021687472057,2.0960054192141e-09,3.4000906678305e-07
0.0145395888231454,0.0939147669374026,50.6687148138251,61.7621349525694,0.00150009291370219,0.00434704245768761,-1.17946328866524e-08,5.39315402239904e-12
5.56135114364037e-05,0.0212693863686896,40.008536781478,77.58868460729,0.00170069777753383,0.00207108927074663,3.46241207314752e-09,4.27700396715721e-06
6.73040826630413e-05,0.068834027829429,15.3185781412073,23.8166919798927,0.00459463268356208,0.00330604576000659,9.94818403657551e-09,5.09442465527694e-06
0.000160671960425237,0.0548368156140453,76.6814772604229,42.1108476942123,0.0022813340665162,0.00391742420161073,9.87647377938474e-09,3.45940066353541e-08
0.00442910962045465,0.0899858982883948,55.6115071649952,22.9555720221531,0.00221248476299062,0.00123943003811439,-1.50005678596731e-09,5.14499794791896e-08
0.00783677108973278,0.010762734561183,27.9932871825419,86.5546889720724,0.00227092909807761,0.00277212644426529,-7.16567988426568e-09,1.81652646225278e-12
0.0043874066961899,0.0227441120458892,48.4474195991159,40.4082766277506,0.0047264100459332,0.0011479269756779,-1.86683466766751e-09,1.97881338863047e-07
0.00112652575103938,0.045988986027673,25.1821250841044,34.7676843560808,0.00109559476275087,3.45638198518367e-05,1.83730447279131e-09,2.20991633761371e-06
0.00218774490550928,0.019120601890261,77.6525131769219,10.5409875805405,0.00441201397965867,0.00383319698617317,-3.01774500530561e-09,8.23505260083339e-10
0.000387197389984612,0.0169974224075925,43.151575746592,82.1720771755748,9.93771141235472e-05,0.00010916624757204,4.18228948247085e-13,2.11675568327411e-06
0.00857133413679807,0.051419583104094,94.7636015715896,54.7667456264714,0.00170882441618655,0.00196551717302844,-4.58846646967795e-09,3.32494103477271e-07
0.000184431479192561,0.0421282013047768,11.5455286819646,58.4058557191709,0.00383013722847208,0.00126270077878583,1.1979311324294e-09,3.8303772918429e-07
0.00574508296098303,0.0389590764339825,84.6150317900921,88.3821272159192,0.00171401850759696,0.00102108460697088,-2.03136656198663e-09,7.33586432769196e-07
0.00017762474667267,0.0457549374852335,66.3931877459748,75.0559211799803,0.00309403202077202,0.00331139733608305,1.81530353887939e-09,3.15389949165222e-08
