gamma1,lambda1,delta,epsilon,NRow,NCol,W1
6.87834850191821e-05,0.0631769500992385,61.611722974438,88.8565902364312,0.0010049930648771,0.0003713192220754,8.41013669700469e-06
9.78059662730545e-05,0.0556990110639387,81.3323497708203,64.908302164701,0.0003017828306887,0.0007487737466592,6.75202949792678e-06
0.0147687415100381,0.0650298591878041,39.6137076255323,28.3233142258677,0.0001368292328646,0.0008877407452783,1.30330822120056e-06
0.0060737354719543,0.0241716511960197,30.1115778513267,56.7925142311361,0.0016548846760654,0.0007349206037023,6.151664038012641e-09
0.0004469597799304,0.0414265944055311,38.1147707817328,14.8441871935108,0.0005411593863228,5.42040348719754e-05,4.54723303003453e-06
0.0354516253324182,0.037626589876889,62.60711306757,87.5968688005191,0.0007339354944584,0.0003170514327814,1.94463672928566e-09
6.34319767770581e-05,0.0338884499503329,84.692272691937,49.8641199448482,0.0008436355063529,0.0004319052366302,6.25977352520042e-06
0.0010356263295232,0.0188395166308629,36.1416242392541,59.3208241602093,0.0013138164645565,0.0005547149251642,4.59574521998351e-07
0.0006976624931497,0.0177267434596669,46.229895285681,61.0174748610317,0.0011650406900612,0.0021465268732991,1.8258823070937e-07
0.0098973828235337,0.0282903793132063,87.5851568589832,71.2355492092876,0.0012825463868504,0.0025541193531146,2.6710079754824e-08
0.012149816191149,0.0168932350972215,65.326559519476,43.4240720283783,0.0031175581342772,0.0008952525176656,2.19156574529705e-07
0.00018179746287,0.0637455075841209,99.2069009496814,17.0405838267117,0.0011377562638211,0.0010015374167646,1.01013375836266e-05
0.0014732050255665,0.0968510295857551,28.332898766706,51.0715651285026,0.0003122652849166,0.0017939345045928,2.53312062782867e-06
0.0010857469210513,0.0107149944460807,84.4488176451989,14.3059420144269,6.40511099210241e-05,0.0004268110990949,1.90775775554663e-06
0.0043441922318365,0.0343292401415139,70.8275457057497,76.4431292824111,0.0002416157571989,0.0018052426823999,7.09034080088387e-08
0.0067152857397706,0.0122201692204782,32.4054523035827,13.4201381856365,0.0016435144816943,0.0002266012416001,1.50600436026957e-07
0.0091839614117597,0.0634003186360629,52.8207063912579,95.8819891923473,0.0007226046843412,0.0007377821953897,2.53309848876546e-08
