complexity,loss,equation,score,sympy_format,lambda_format
25,0.3289,-0.426 * (((x3 / x3) + (x4 + x5)) - ((x4 - x0) / (x0 + 0.9277))),0.11774925244325869,-0.426*(x4 + x5 - (-x0 + x4)/(x0 + 0.9277) + x3/x3),PySRFunction(X=>-0.426*(x4 + x5 - (-x0 + x4)/(x0 + 0.9277) + x3/x3))
27,0.3152,(((x4 + 0.6787) + x5) - ((x4 - x0) / (x0 + 0.9683))) * -0.473,0.02127319760564369,(x4 + x5 - (-x0 + x4)/(x0 + 0.9683) + 0.6787)*(-0.473),PySRFunction(X=>(x4 + x5 - (-x0 + x4)/(x0 + 0.9683) + 0.6787)*(-0.473))
29,0.302,(((0.734 ^ x2) + (x4 + x5)) - ((x4 - x0) / (x0 + 0.923))) * -0.424,0.021390170304427174,(0.734**x2 + x4 + x5 - (-x0 + x4)/(x0 + 0.923))*(-0.424),PySRFunction(X=>(0.734**x2 + x4 + x5 - (-x0 + x4)/(x0 + 0.923))*(-0.424))
31,0.2888,((x5 + (x5 + 4.582)) - ((x4 - -2.146) / (x0 + 0.883))) * -0.2034,0.022346305178099192,(x5 + x5 + 4.582 - (x4 - 1*(-2.146))/(x0 + 0.883))*(-0.2034),PySRFunction(X=>(x5 + x5 + 4.582 - (x4 - 1*(-2.146))/(x0 + 0.883))*(-0.2034))
32,0.2418,(-1.175 - (x5 * 0.482)) + (exp(-0.3503 - x0) ^ (x4 + (x2 - -2.414))),0.17762346883797894,-0.482*x5 + exp(-x0 - 0.3503)**(x2 + x4 - 1*(-2.414)) - 1.175,PySRFunction(X=>-0.482*x5 + exp(-x0 - 0.3503)**(x2 + x4 - 1*(-2.414)) - 1.175)
34,0.2131,(exp(-0.3875 - x0) ^ (x4 + (x2 + 2.484))) + ((x5 * -0.4812) - (0.791 ^ x4)),0.0631746995380604,-0.791**x4 + x5*(-0.4812) + exp(-x0 - 0.3875)**(x2 + x4 + 2.484),PySRFunction(X=>-0.791**x4 + x5*(-0.4812) + exp(-x0 - 0.3875)**(x2 + x4 + 2.484))
36,0.1982,(exp(-0.437 - x0) ^ ((x4 + x2) + (3.607 + x4))) + ((-0.4963 * x5) - (0.8477 ^ x0)),0.03624245860434198,-0.8477**x0 - 0.4963*x5 + exp(-x0 - 0.437)**(x2 + x4 + x4 + 3.607),PySRFunction(X=>-0.8477**x0 - 0.4963*x5 + exp(-x0 - 0.437)**(x2 + x4 + x4 + 3.607))
38,0.1791,(exp(-0.4797 - x0) ^ ((x2 + 2.7) * (x4 - -1.445))) + ((x5 * -0.477) + -0.9336),0.0506661564146107,x5*(-0.477) + exp(-x0 - 0.4797)**((x2 + 2.7)*(x4 - 1*(-1.445))) - 0.9336,PySRFunction(X=>x5*(-0.477) + exp(-x0 - 0.4797)**((x2 + 2.7)*(x4 - 1*(-1.445))) - 0.9336)
40,0.1694,((x5 * -0.4883) - (0.7935 ^ x4)) + (exp(-0.4883 - x0) ^ ((x4 - -1.436) * (x2 + 2.654))),0.02784076342435609,-0.7935**x4 + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.436))),PySRFunction(X=>-0.7935**x4 + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.436))))
46,0.1525,((x5 * -0.4824) + (0.1261 - (0.7935 ^ x4))) + (exp(-0.4883 - x0) ^ ((x2 + 2.654) * (x4 - -1.436))),0.01751636436174796,-0.7935**x4 + x5*(-0.4824) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.436))) + 0.1261,PySRFunction(X=>-0.7935**x4 + x5*(-0.4824) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.436))) + 0.1261)
48,0.1497,(((x5 * -0.4883) + -0.8916) + ((x4 - x3) * 0.1351)) + (exp(-0.4883 - x0) ^ ((x2 + 2.693) * (x4 - -1.509))),0.009265652310941784,x5*(-0.4883) + (-x3 + x4)*0.1351 + exp(-x0 - 0.4883)**((x2 + 2.693)*(x4 - 1*(-1.509))) - 0.8916,PySRFunction(X=>x5*(-0.4883) + (-x3 + x4)*0.1351 + exp(-x0 - 0.4883)**((x2 + 2.693)*(x4 - 1*(-1.509))) - 0.8916)
52,0.1483,(exp(-0.4883 - x0) ^ ((x4 - -1.532) * (x2 + 2.842))) + (((x5 * -0.4883) + -0.627) + ((0.3645 ^ x4) * -0.1992)),0.0023490105704240863,0.3645**x4*(-0.1992) + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.842)*(x4 - 1*(-1.532))) - 0.627,PySRFunction(X=>0.3645**x4*(-0.1992) + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.842)*(x4 - 1*(-1.532))) - 0.627)
54,0.1414,(exp(-0.4883 - x0) ^ ((x4 - -1.382) * (x2 + 2.654))) + ((0.136 - (0.7935 ^ x4)) + ((x2 * 0.1156) + (x5 * -0.4883))),0.023822247840707,-0.7935**x4 + x2*0.1156 + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.382))) + 0.136,PySRFunction(X=>-0.7935**x4 + x2*0.1156 + x5*(-0.4883) + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.382))) + 0.136)
60,0.1412,(exp(-0.4883 - x0) ^ ((x4 - -1.382) * (2.654 + x2))) + (((-1.436 * -0.0947) - (0.776 ^ x4)) + ((-0.4883 * x5) + (x2 * 0.1156))),0.00023590473388845467,-0.776**x4 + x2*0.1156 - 0.4883*x5 + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.382))) - 1.436*(-0.0947),PySRFunction(X=>-0.776**x4 + x2*0.1156 - 0.4883*x5 + exp(-x0 - 0.4883)**((x2 + 2.654)*(x4 - 1*(-1.382))) - 1.436*(-0.0947))
