Model,MSE_Train,NMSE_Train,RMSE_Train,MSE_Test,NMSE_Test,RMSE_Test,MSE_Validation,NMSE_Validation,RMSE_Validation
Model_16,4.272599212588214e-22,0.030474049006964554,2.067026659863925e-11,5.959080869404079e-22,0.039877646317204564,2.4411228706077207e-11,4.612428775901504e-22,0.03156050534698731,2.147656577738048e-11
Model_17,3.981087427115127e-22,0.028394859269148448,1.995266254692623e-11,5.260073021992563e-22,0.03519994713457634,2.2934849077315864e-11,4.271485453989633e-22,0.029227603516515988,2.066757231507763e-11
Model_18,3.792093022329136e-22,0.02704686839358924,1.9473297158748275e-11,5.069186841298033e-22,0.03392255356207735,2.251485474369762e-11,4.1408785808058674e-22,0.028333927078409066,2.034914882938809e-11
Model_19,3.494579346088185e-22,0.02492487054195439,1.8693794013223172e-11,5.9526569476624325e-22,0.03983465799655631,2.4398067439169096e-11,3.89419949018779e-22,0.02664602746267567,1.9733726181813182e-11
Model_20,3.308473136443792e-22,0.023597479539190974,1.8189208714080423e-11,5.781203623258395e-22,0.03868730739327832,2.404413363641617e-11,3.6977070993977225e-22,0.025301529921039338,1.9229423026699795e-11
Model_21,2.779145969548479e-22,0.019822086336580252,1.667077073667705e-11,4.577121617736153e-22,0.03062969626071988,2.1394208603582777e-11,2.6064929740721393e-22,0.01783490638920714,1.6144636800102192e-11
Model_22,2.658418829802706e-22,0.01896100749673871,1.630465832148195e-11,4.012335235348131e-22,0.026850195345187705,2.003081435026577e-11,2.693783689102537e-22,0.018432192377199605,1.6412750193378735e-11
Model_23,2.412097671807268e-22,0.01720413710784537,1.553092937272998e-11,4.1084601882334937e-22,0.02749345509571426,2.0269336911289164e-11,2.4430100983517467e-22,0.016716276178531237,1.56301314721014e-11
Model_24,2.32694805854458e-22,0.016596812770040385,1.525433728008064e-11,4.09834096404907e-22,0.027425738135351662,2.024435961953124e-11,2.507073315951855e-22,0.017154628209499617,1.583374029075839e-11
Model_25,2.252930126520348e-22,0.016068884458567842,1.5009763910602818e-11,4.213246780881105e-22,0.02819467777954139,2.052619492473241e-11,2.508761469281865e-22,0.0171661793845501,1.5839070267164878e-11
Model_26,2.0765055301127498e-22,0.014810546962010973,1.4410085114643666e-11,3.809925693101701e-22,0.02549568844826459,1.9519030952129003e-11,2.293855448854985e-22,0.015695686736030737,1.5145479354761226e-11
Model_27,2.0254322994606783e-22,0.014446270310634538,1.4231768335174229e-11,3.8041620642312723e-22,0.025457118749575208,1.9504261237563633e-11,2.369572323630282e-22,0.016213778818815444,1.5393415227396036e-11
Model_28,2.003683058996634e-22,0.0142911452013538,1.4155151214298751e-11,4.520083900698945e-22,0.03024800486290235,2.1260488942399573e-11,2.31003817217221e-22,0.0158064168850686,1.5198809730278915e-11
Model_29,1.8818028687205985e-22,0.013421842300087727,1.3717882011158276e-11,4.08828321284937e-22,0.027358432546809083,2.0219503487596747e-11,2.4092016986548167e-22,0.016484942486186146,1.5521603327797088e-11
Model_30,1.8430554913780423e-22,0.013145479033308694,1.3575917985086836e-11,3.944319029053889e-22,0.02639503686053518,1.986030973840511e-11,2.1743235198187475e-22,0.014877790510685438,1.474558754278292e-11
Model_31,1.6774427927389827e-22,0.011964256727309835,1.2951612998924043e-11,4.0329550241032923e-22,0.026988181162318596,2.0082218562955868e-11,2.2156795859569128e-22,0.01516076904756893,1.488515900471645e-11
Model_32,1.5871274915138796e-22,0.011320088440356164,1.2598124826790214e-11,3.857381301580114e-22,0.025813257216358708,1.9640217161681574e-11,1.9645495337169326e-22,0.013442413764140192,1.4016238916759848e-11
